SourceFile,EXIF:CreateDate,RTF:CreateDate,PDF:CreateDate,FlashPix:CreateDate,File:FileCreateDate,QuickTime:CreateDate,XMP:CreateDate,Composite:DateTimeOriginal,EXIF:DateTimeOriginal,XMP:DateTimeOriginal,XMP:DateTimeDigitized,QuickTime:MediaCreateDate,Composite:SubSecCreateDate,XMP:CreationDate,Matroska:DateTimeOriginal,QuickTime:TrackCreateDate,XML:CreateDate,Composite:SubSecDateTimeOriginal,EXIF:CreateDate_ts,RTF:CreateDate_ts,PDF:CreateDate_ts,FlashPix:CreateDate_ts,File:FileCreateDate_ts,QuickTime:CreateDate_ts,XMP:CreateDate_ts,Composite:DateTimeOriginal_ts,EXIF:DateTimeOriginal_ts,XMP:DateTimeOriginal_ts,XMP:DateTimeDigitized_ts,QuickTime:MediaCreateDate_ts,Composite:SubSecCreateDate_ts,XMP:CreationDate_ts,Matroska:DateTimeOriginal_ts,QuickTime:TrackCreateDate_ts,XML:CreateDate_ts,Composite:SubSecDateTimeOriginal_ts,EarliestTimestamp,EarliestYear
D:/HDD Data/Ciklum/Job Board Analytics/View to Apply Rate_dash_upd.xlsx,,,,,2025:10:31 17:33:45+01:00,,,,,,,,,,,,2020:06:03 11:04:38Z,,,,,,1761928425.0,,,,,,,,,,,,1591182278.0,,1591182278.0,2020
D:/HDD Data/Downloads/2020_05_25_Job_Analytics_Report (2).csv,,,,,2025:10:31 17:34:02+01:00,,,,,,,,,,,,,,,,,,1761928442.0,,,,,,,,,,,,,,1761928442.0,2025
D:/HDD Data/OTHER/Downloads/Movetown_feat._Big_Daddi_and_The_Gourmet_Boys_-_Millionaire_(Radio_Edit)_(www.primemusic.ru).mp3,,,,,2025:10:31 17:52:48+01:00,,,2013,,,,,,,,,,,,,,,1761929568.0,,,,,,,,,,,,,,1761929568.0,2025
D:/HDD Data/Luxoft/North America Accounts/North America3.xlsm,,,,,2025:10:31 17:50:56+01:00,,,,,,,,,,,,2019:04:15 15:23:27Z,,,,,,1761929456.0,,,,,,,,,,,,1555341807.0,,1555341807.0,2019
D:/HDD Data/Downloads/Billable vacancies balance dynamics pivot (11).xlsx,,,,,2025:10:31 17:34:10+01:00,,,,,,,,,,,,2020:01:30 09:36:58Z,,,,,,1761928450.0,,,,,,,,,,,,1580377018.0,,1580377018.0,2020
D:/HDD Data/OTHER/ФЛЭШКА/Dmitriy Galagan (cover letter BAT).docx,,,,,2025:10:31 18:27:29+01:00,,,,,,,,,,,,2014:04:04 15:09:00Z,,,,,,1761931649.0,,,,,,,,,,,,1396624140.0,,1396624140.0,2014
D:/HDD Data/OTHER/Downloads/NoMosk_and_Roman_Messer_feat._Christina_Novelli_-_Lost_Soul_(Radio_Edit)_(PrimeMusic.ru).mp3,,,,,2025:10:31 17:52:51+01:00,,,2014,,,,,,,,,,,,,,,1761929571.0,,,,,,,,,,,,,,1761929571.0,2025
D:/HDD Data/Luxoft/FS updates/BT Calendar as of 26.03.2019.pdf,,,2019:03:26 08:33:04,,2025:10:31 17:50:49+01:00,,,,,,,,,,,,,,,,1553585584.0,,1761929449.0,,,,,,,,,,,,,,1553585584.0,2019
D:/HDD Data/Ciklum/McKinsey/COVID-19-Facts-and-Insights-April-3-v2.pdf,,,2020:04:04 20:18:51Z,,2025:10:31 17:33:47+01:00,,2020:04:04 20:18:51Z,,,,,,,,,,,,,,1586031531.0,,1761928427.0,,1586031531.0,,,,,,,,,,,,1586031531.0,2020
D:/HDD Data/OTHER/Downloads/DubVision_-_Hollow_Original_Mix_(get-tune.net).mp3,,,,,2025:10:31 17:52:13+01:00,,,,,,,,,,,,,,,,,,1761929533.0,,,,,,,,,,,,,,1761929533.0,2025
D:/HDD Data/Ciklum/Detailed Step Duration analysis/Step duration_detailed analysis_v1.1.xlsx,,,,,2025:10:31 17:33:41+01:00,,,,,,,,,,,,2020:02:20 14:12:41Z,,,,,,1761928421.0,,,,,,,,,,,,1582207961.0,,1582207961.0,2020
D:/HDD Data/Downloads/Billable vacancies balance dynamics pivot (20).xlsx,,,,,2025:10:31 17:34:10+01:00,,,,,,,,,,,,2020:01:30 10:53:21Z,,,,,,1761928450.0,,,,,,,,,,,,1580381601.0,,1580381601.0,2020
D:/HDD Data/Downloads/Candidate Sources_Cost per Hire (40).xlsx,,,,,2025:10:31 17:34:13+01:00,,,,,,,,,,,,2020:05:13 14:48:09Z,,,,,,1761928453.0,,,,,,,,,,,,1589381289.0,,1589381289.0,2020
D:/HDD Data/Downloads/Researchers KPI (32).xlsx,,,,,2025:10:31 17:34:22+01:00,,,,,,,,,,,,2020:03:04 20:07:39Z,,,,,,1761928462.0,,,,,,,,,,,,1583352459.0,,1583352459.0,2020
D:/HDD Data/OTHER/Учеба/СИСТЕМНЫЙ АНАЛИЗ.pptx,,,,,2025:10:31 17:57:46+01:00,,,,,,,,,,,,2012:04:12 20:57:46Z,,,,,,1761929866.0,,,,,,,,,,,,1334264266.0,,1334264266.0,2012
D:/HDD Data/OTHER/Downloads/ДКД Образец презентации БП ОК 2017(новый БП).pptx,,,,,2025:10:31 17:53:21+01:00,,,,,,,,,,,,2016:06:14 15:36:20Z,,,,,,1761929601.0,,,,,,,,,,,,1465918580.0,,1465918580.0,2016
D:/HDD Data/Luxoft/UA PL RO MX/Hays_2019_Salary Guide.pdf,,,2019:03:20 17:24:59-05:00,,2025:10:31 17:51:00+01:00,,2019:03:20 17:24:59-05:00,,,,,,,,,,,,,,1553120699.0,,1761929460.0,,1553120699.0,,,,,,,,,,,,1553120699.0,2019
D:/HDD Data/Downloads/Sourcing Candidates Analysis (2).xlsx,,,,,2025:10:31 17:34:24+01:00,,,,,,,,,,,,2020:04:03 07:38:10Z,,,,,,1761928464.0,,,,,,,,,,,,1585899490.0,,1585899490.0,2020
D:/HDD Data/Luxoft/FS updates/Citigroup Russia Deck.pdf,,,2019:06:26 16:56:34+03:00,,2025:10:31 17:50:49+01:00,,,,,,,,,,,,,,,,1561557394.0,,1761929449.0,,,,,,,,,,,,,,1561557394.0,2019
D:/HDD Data/Downloads/Headcount (9).xlsx,,,,,2025:10:31 17:34:16+01:00,,,,,,,,,,,,2020:02:06 10:27:26+02:00,,,,,,1761928456.0,,,,,,,,,,,,1580977646.0,,1580977646.0,2020
D:/HDD Data/Luxoft/Refinitiv workshop/2017 Annual Report.pdf,,,2018:03:16 14:32:12-04:00,,2025:10:31 17:50:59+01:00,,2018:03:16 14:32:12-04:00,,,,,,,,,,,,,,1521225132.0,,1761929459.0,,1521225132.0,,,,,,,,,,,,1521225132.0,2018
D:/HDD Data/Ciklum/Sourcing KPI/KPI Improvement analysis.xlsx,,,,,2025:10:31 17:33:54+01:00,,,,,,,,,,,,2019:12:24 16:10:27Z,,,,,,1761928434.0,,,,,,,,,,,,1577203827.0,,1577203827.0,2019
D:/HDD Data/OTHER/Downloads/Julian Calor-Storm (Original Mix) [Electro House] [2014] [public27380885] www.mp3c.cc .mp3,,,,,2025:10:31 17:52:36+01:00,,,2014,,,,,,,,,,,,,,,1761929556.0,,,,,,,,,,,,,,1761929556.0,2025
D:/HDD Data/OTHER/Downloads/Novinka_2014_-_Matrix_Futurebound_Max_Marshall_-_Control_Feat._Max_Marshall_(get-tune.net).mp3,,,,,2025:10:31 17:52:51+01:00,,,2013,,,,,,,,,,,,,,,1761929571.0,,,,,,,,,,,,,,1761929571.0,2025
D:/HDD Data/Ciklum/Locations Staticstics/Location_Statistics_DH.pptx,,,,,2025:10:31 17:33:45+01:00,,,,,,,,,,,,2018:04:11 13:07:04Z,,,,,,1761928425.0,,,,,,,,,,,,1523452024.0,,1523452024.0,2018
D:/HDD Data/Luxoft/FS updates/Clearing Experience. IHS Markit. September 2018 (Clearing House Platform Development).pdf,,,2018:09:10 18:53:54+03:00,,2025:10:31 17:50:49+01:00,,,,,,,,,,,,,,,,1536594834.0,,1761929449.0,,,,,,,,,,,,,,1536594834.0,2018
D:/HDD Data/Ciklum/Recruitment budget 2021/Global Recruitment 2021_Global Resourcing_final.xlsx,,,,,2025:10:31 17:33:51+01:00,,,,,,,,,,,,2015:06:05 18:17:20Z,,,,,,1761928431.0,,,,,,,,,,,,1433528240.0,,1433528240.0,2015
D:/HDD Data/Downloads/Fascinate_ Your 7 Triggers to Persuasion and Captivation ( PDFDrive.com ).pdf,,,2019:02:22 14:30:58+00:00,,2025:10:31 17:34:15+01:00,,,,,,,,,,,,,,,,1550845858.0,,1761928455.0,,,,,,,,,,,,,,1550845858.0,2019
D:/HDD Data/Downloads/All vacancies (39).xlsx,,,,,2025:10:31 17:34:04+01:00,,,,,,,,,,,,2020:03:02 15:32:47Z,,,,,,1761928444.0,,,,,,,,,,,,1583163167.0,,1583163167.0,2020
D:/HDD Data/Luxoft/FS updates/Thomson Reuters_Refinitiv - Elektron Venue Migration program_Refinitiv Proposal.pdf,,,2018:12:04 19:05:26+02:00,,2025:10:31 17:50:52+01:00,,,,,,,,,,,,,,,,1543943126.0,,1761929452.0,,,,,,,,,,,,,,1543943126.0,2018
D:/HDD Data/Ciklum/eToro&Moon Active/Vacancies Pipeline Deep Dive_eToro&WalkMe_11.09.2020_upd mapping.xlsx,,,,,2025:10:31 17:33:43+01:00,,,,,,,,,,,,2020:09:07 10:42:41Z,,,,,,1761928423.0,,,,,,,,,,,,1599475361.0,,1599475361.0,2020
D:/HDD Data/Downloads/Headcount (31).xlsx,,,,,2025:10:31 17:34:16+01:00,,,,,,,,,,,,2020:08:10 12:40:40+03:00,,,,,,1761928456.0,,,,,,,,,,,,1597052440.0,,1597052440.0,2020
D:/HDD Data/OTHER/Downloads/Dj Amor ft. Necola - In tomorrow (CUT) (promodj.com).mp3,,,,,2025:10:31 17:52:07+01:00,,,,,,,,,,,,,,,,,,1761929527.0,,,,,,,,,,,,,,1761929527.0,2025
D:/HDD Data/OTHER/Диплом Галаган/Резюме Швецова Н.Е .docx,,,,,2025:10:31 17:54:46+01:00,,,,,,,,,,,,2012:11:29 15:07:00Z,,,,,,1761929686.0,,,,,,,,,,,,1354201620.0,,1354201620.0,2012
D:/HDD Data/1_uniques/2005 Cash Sale (Sales Tax Preference=On).iif,,,,,2025:10:31 17:33:21+01:00,,,,,,,,,,,,,,,,,,1761928401.0,,,,,,,,,,,,,,1761928401.0,2025
D:/HDD Data/OTHER/Downloads/DJ_Take_and_Adena_-_Party_Machines_(Radio_Edit)_(www.primemusic.ru).mp3,,,,,2025:10:31 17:52:09+01:00,,,2013,,,,,,,,,,,,,,,1761929529.0,,,,,,,,,,,,,,1761929529.0,2025
D:/HDD Data/OTHER/Downloads/Data_Extract_From_World_Development_Indicators (11).xlsx,,,,,2025:10:31 17:52:02+01:00,,,,,,,,,,,,,,,,,,1761929522.0,,,,,,,,,,,,,,1761929522.0,2025
D:/HDD Data/Downloads/Analytics Jobs All Traffic 20201007-20201009.xlsx,,,,,2025:10:31 17:34:09+01:00,,,,,,,,,,,,,,,,,,1761928449.0,,,,,,,,,,,,,,1761928449.0,2025
D:/HDD Data/OTHER/Downloads/Yves_V_Felguk_-_WOW_Original_Mix_(get-tune.net).mp3,,,,,2025:10:31 17:53:20+01:00,,,2012,,,,,,,,,,,,,,,1761929600.0,,,,,,,,,,,,,,1761929600.0,2025
D:/HDD Data/Downloads/Researchers KPI (4).xlsx,,,,,2025:10:31 17:34:22+01:00,,,,,,,,,,,,2019:12:03 15:58:52Z,,,,,,1761928462.0,,,,,,,,,,,,1575388732.0,,1575388732.0,2019
D:/HDD Data/OTHER/Фильмы/Sem.psihopatov.2012.D.DVDRip.avi,,,,,2025:10:31 18:16:04+01:00,,,,,,,,,,,,,,,,,,1761930964.0,,,,,,,,,,,,,,1761930964.0,2025
D:/HDD Data/1_uniques/WP_20160409_17_24_09_Pro.jpg,2016:04:09 17:24:08,,,,2025:10:31 17:33:28+01:00,,,,2016:04:09 17:24:08,,,,,,,,,,1460215448.0,,,,1761928408.0,,,,1460215448.0,,,,,,,,,,1460215448.0,2016
D:/HDD Data/OTHER/AMAZON/Payment invoice with PayPal account.pdf,,,2017:03:21 18:57:37+08:00,,2025:10:31 17:51:17+01:00,,2017:03:21 18:57:37+08:00,,,,,,,,,,,,,,1490093857.0,,1761929477.0,,1490093857.0,,,,,,,,,,,,1490093857.0,2017
D:/HDD Data/Luxoft/LEXTA PRESENTATION/LEXTA LONG LIST_COMPANIES PROFILES_v7_21.09.2017.pptx,,,,,2025:10:31 17:50:52+01:00,,,,,,,,,,,,2016:09:09 15:08:10Z,,,,,,1761929452.0,,,,,,,,,,,,1473433690.0,,1473433690.0,2016
D:/HDD Data/Ciklum/Different Statistics/Int. Locations_HC_2019.xlsx,,,,,2025:10:31 17:33:42+01:00,,,,,,,,,,,,2020:01:15 13:25:12Z,,,,,,1761928422.0,,,,,,,,,,,,1579094712.0,,1579094712.0,2020
D:/HDD Data/Downloads/Candidate Sources_Salary Ranges (2).xlsx,,,,,2025:10:31 17:34:14+01:00,,,,,,,,,,,,2020:10:26 07:31:19Z,,,,,,1761928454.0,,,,,,,,,,,,1603697479.0,,1603697479.0,2020
D:/HDD Data/Downloads/Mar-20 bonuses A vs F.xlsx,,,,,2025:10:31 17:34:17+01:00,,,,,,,,,,,,2020:04:06 14:16:43Z,,,,,,1761928457.0,,,,,,,,,,,,1586182603.0,,1586182603.0,2020
D:/HDD Data/Luxoft/CG Discount Proposal/CG_Discount Proposal_draft_05.07.2019.pdf,,,2019:07:05 14:14:46+03:00,,2025:10:31 17:50:44+01:00,,,,,,,,,,,,,,,,1562325286.0,,1761929444.0,,,,,,,,,,,,,,1562325286.0,2019
D:/HDD Data/Luxoft/Lloyd's of London/2_13.03.19Lloyds of London Legacy Risk  qualification strategy review.docx,,,,,2025:10:31 17:50:53+01:00,,,,,,,,,,,,2019:03:18 10:03:00Z,,,,,,1761929453.0,,,,,,,,,,,,1552903380.0,,1552903380.0,2019
D:/HDD Data/Downloads/Candidate Sources_Cost per Hire (64).xlsx,,,,,2025:10:31 17:34:13+01:00,,,,,,,,,,,,2020:09:16 08:33:41Z,,,,,,1761928453.0,,,,,,,,,,,,1600245221.0,,1600245221.0,2020
D:/HDD Data/Downloads/Step duration (25).xlsx,,,,,2025:10:31 17:34:25+01:00,,,,,,,,,,,,2020:02:21 08:32:29Z,,,,,,1761928465.0,,,,,,,,,,,,1582273949.0,,1582273949.0,2020
D:/HDD Data/Ciklum/Taleo Upgrade/Anyone Using Textkernel or another Resume Parsing Tool.docx,,,,,2025:10:31 17:34:01+01:00,,,,,,,,,,,,2020:08:17 12:33:00Z,,,,,,1761928441.0,,,,,,,,,,,,1597667580.0,,1597667580.0,2020
D:/HDD Data/Luxoft/20M business case/Financial model_20M_17.04.2019_v10.xlsb,,,,,2025:10:31 17:49:58+01:00,,,,,,,,,,,,2006:09:16 00:00:00Z,,,,,,1761929398.0,,,,,,,,,,,,1158364800.0,,1158364800.0,2006
D:/HDD Data/Luxoft/For review/Financial model_30M_31.05.2019_v45.xlsb,,,,,2025:10:31 17:50:48+01:00,,,,,,,,,,,,2006:09:16 00:00:00Z,,,,,,1761929448.0,,,,,,,,,,,,1158364800.0,,1158364800.0,2006
D:/HDD Data/0_duplicates/~$Rate card.pptx,,,,,2025:10:31 17:33:21+01:00,,,,,,,,,,,,,,,,,,1761928401.0,,,,,,,,,,,,,,1761928401.0,2025
D:/HDD Data/Downloads/Analytics Jobs Referral Traffic 20200907-20200915.xlsx,,,,,2025:10:31 17:34:10+01:00,,,,,,,,,,,,,,,,,,1761928450.0,,,,,,,,,,,,,,1761928450.0,2025
D:/HDD Data/OTHER/Прайс/08.04-ПРАЙС-ЛИСТ-ОПТ.xls,,,,2013:04:08 12:49:47,2025:10:31 17:57:46+01:00,,,,,,,,,,,,,,,,,1365418187.0,1761929866.0,,,,,,,,,,,,,,1365418187.0,2013
D:/HDD Data/Downloads/Candidate Sources_Cost per Hire (5).xlsx,,,,,2025:10:31 17:34:13+01:00,,,,,,,,,,,,2020:01:24 11:24:58Z,,,,,,1761928453.0,,,,,,,,,,,,1579865098.0,,1579865098.0,2020
D:/HDD Data/Luxoft/FS updates/Excelian-Luxoft_SIXGroup_Payments_Mar'19 - v02.pdf,,,2019:03:12 17:54:33+02:00,,2025:10:31 17:50:50+01:00,,,,,,,,,,,,,,,,1552406073.0,,1761929450.0,,,,,,,,,,,,,,1552406073.0,2019
D:/HDD Data/OTHER/Downloads/Chap5_Comparability_20120918_v5_HC-accp.pdf,,,2012:10:02 13:00:42-04:00,,2025:10:31 17:52:00+01:00,,2012:10:02 13:00:42-04:00,,,,,,,,,,,,,,1349197242.0,,1761929520.0,,1349197242.0,,,,,,,,,,,,1349197242.0,2012
D:/HDD Data/OTHER/Documents AMWAY/2.jpg,,,,,2025:10:31 17:51:50+01:00,,,,,,,,,,,,,,,,,,1761929510.0,,,,,,,,,,,,,,1761929510.0,2025
D:/HDD Data/OTHER/Downloads/Diamond Pistols ft. Ian Everson - Run Away.mp3,,,,,2025:10:31 17:52:04+01:00,,,,,,,,,,,,,,,,,,1761929524.0,,,,,,,,,,,,,,1761929524.0,2025
D:/HDD Data/Downloads/All vacancies.xlsx,,,,,2025:10:31 17:34:05+01:00,,,,,,,,,,,,2019:11:28 16:27:15Z,,,,,,1761928445.0,,,,,,,,,,,,1574958435.0,,1574958435.0,2019
D:/HDD Data/OTHER/Downloads/Parfum от 24.03.14.xls..xls,,,,2014:03:24 15:40:01,2025:10:31 17:52:52+01:00,,,,,,,,,,,,,,,,,1395672001.0,1761929572.0,,,,,,,,,,,,,,1395672001.0,2014
D:/HDD Data/OTHER/big 4/решение.rtf,,2015:02:04 20:28:00,,,2025:10:31 17:51:22+01:00,,,,,,,,,,,,,,,1423078080.0,,,1761929482.0,,,,,,,,,,,,,,1423078080.0,2015
D:/HDD Data/OTHER/Downloads/Nervo_feat._Duane_Harden_-_Sunshine_Thru_Rain_Clouds_(get-tune.net).mp3,,,,,2025:10:31 17:52:50+01:00,,,,,,,,,,,,,,,,,,1761929570.0,,,,,,,,,,,,,,1761929570.0,2025
D:/HDD Data/OTHER/Downloads/инструкция_88.pdf,,,2015:08:17 20:10:09,,2025:10:31 17:53:21+01:00,,,,,,,,,,,,,,,,1439835009.0,,1761929601.0,,,,,,,,,,,,,,1439835009.0,2015
D:/HDD Data/Downloads/Candidate Sources_Cost per Hire (62).xlsx,,,,,2025:10:31 17:34:13+01:00,,,,,,,,,,,,2020:09:02 07:02:40Z,,,,,,1761928453.0,,,,,,,,,,,,1599030160.0,,1599030160.0,2020
D:/HDD Data/Downloads/Sign in bonus.xlsx,,,,,2025:10:31 17:34:23+01:00,,,,,,,,,,,,2020:04:07 11:33:45Z,,,,,,1761928463.0,,,,,,,,,,,,1586259225.0,,1586259225.0,2020
D:/HDD Data/Downloads/10-01-2020-press-release-increased-takeawaycom-offer-for-just-eat-is.pdf,,,2020:01:10 14:07:58+00:00,,2025:10:31 17:34:01+01:00,,,,,,,,,,,,,,,,1578665278.0,,1761928441.0,,,,,,,,,,,,,,1578665278.0,2020
D:/HDD Data/Luxoft/Refinitiv 3 Squad Proposal/Refinitiv 3 Squad Scale 2 - upd_KS2.pptx,,,,,2025:10:31 17:50:58+01:00,,,,,,,,,,,,2019:02:04 13:41:55Z,,,,,,1761929458.0,,,,,,,,,,,,1549287715.0,,1549287715.0,2019
D:/HDD Data/Downloads/Analytics Jobs All Traffic 20200907-20200915.xlsx,,,,,2025:10:31 17:34:09+01:00,,,,,,,,,,,,,,,,,,1761928449.0,,,,,,,,,,,,,,1761928449.0,2025
D:/HDD Data/Downloads/Employees (6).xlsx,,,,,2025:10:31 17:34:15+01:00,,,,,,,,,,,,2020:01:13 13:30:36+02:00,,,,,,1761928455.0,,,,,,,,,,,,1578915036.0,,1578915036.0,2020
D:/HDD Data/OTHER/Downloads/Maks_Barskih_-_Nebo_(Russkaya_Versiya)_(www.primemusic.ru).mp3,,,,,2025:10:31 17:52:42+01:00,,,2013,,,,,,,,,,,,,,,1761929562.0,,,,,,,,,,,,,,1761929562.0,2025
D:/HDD Data/Downloads/All vacancies (61).xlsx,,,,,2025:10:31 17:34:04+01:00,,,,,,,,,,,,2020:04:29 09:58:25Z,,,,,,1761928444.0,,,,,,,,,,,,1588154305.0,,1588154305.0,2020
D:/HDD Data/OTHER/Downloads/01-06-2014_15-40-03 (1).zip,,,,,2025:10:31 17:51:50+01:00,,,,,,,,,,,,,,,,,,1761929510.0,,,,,,,,,,,,,,1761929510.0,2025
D:/HDD Data/OTHER/Downloads/Dimitri_Vegas_Like_Mike_Vs._Martin_Garrix_-_Tremor_(get-tune.net).mp3,,,,,2025:10:31 17:52:06+01:00,,,,,,,,,,,,,,,,,,1761929526.0,,,,,,,,,,,,,,1761929526.0,2025
D:/HDD Data/OTHER/мсфо/ias12.pdf,,,2013:09:13 10:32:38+01:00,,2025:10:31 17:54:48+01:00,,2013:09:13 10:32:38+01:00,,,,,,,,,,,,,,1379064758.0,,1761929688.0,,1379064758.0,,,,,,,,,,,,1379064758.0,2013
D:/HDD Data/Luxoft/20M business case/Financial model_20M_17.04.2019_v9.xlsb,,,,,2025:10:31 17:50:02+01:00,,,,,,,,,,,,2006:09:16 00:00:00Z,,,,,,1761929402.0,,,,,,,,,,,,1158364800.0,,1158364800.0,2006
D:/HDD Data/Downloads/All vacancies - 2020-10-16T151328.095.xlsx,,,,,2025:10:31 17:34:05+01:00,,,,,,,,,,,,2020:10:16 12:13:28Z,,,,,,1761928445.0,,,,,,,,,,,,1602850408.0,,1602850408.0,2020
D:/HDD Data/Luxoft/E-mails/FW  Pre-sales governance meeting for Avaloq Front-end Product Development opportunity qualification.msg,,,,,2025:10:31 17:50:48+01:00,,,,,,,,,,,,,,,,,,1761929448.0,,,,,,,,,,,,,,1761929448.0,2025
D:/HDD Data/Downloads/Employees (13).xlsx,,,,,2025:10:31 17:34:15+01:00,,,,,,,,,,,,2020:02:10 13:17:53+02:00,,,,,,1761928455.0,,,,,,,,,,,,1581333473.0,,1581333473.0,2020
D:/HDD Data/Luxoft/FS updates/Batch Analysis v 1.pdf,,,2018:07:24 14:46:09+03:00,,2025:10:31 17:50:49+01:00,,,,,,,,,,,,,,,,1532432769.0,,1761929449.0,,,,,,,,,,,,,,1532432769.0,2018
D:/HDD Data/Downloads/IMG_1225.jpeg,,,,,2025:10:31 17:34:17+01:00,,,,,,,,,,,,,,,,,,1761928457.0,,,,,,,,,,,,,,1761928457.0,2025
D:/HDD Data/Luxoft/CG Discount Proposal/CG data slice.msg,,,,,2025:10:31 17:50:44+01:00,,,,,,,,,,,,,,,,,,1761929444.0,,,,,,,,,,,,,,1761929444.0,2025
D:/HDD Data/Downloads/Billablevacanciesbalancedynamics (3).csv,,,,,2025:10:31 17:34:12+01:00,,,,,,,,,,,,,,,,,,1761928452.0,,,,,,,,,,,,,,1761928452.0,2025
D:/HDD Data/Downloads/Billable vacancies balance dynamics pivot - 2020-09-02T152958.096.xlsx,,,,,2025:10:31 17:34:11+01:00,,,,,,,,,,,,2020:09:02 12:29:57Z,,,,,,1761928451.0,,,,,,,,,,,,1599049797.0,,1599049797.0,2020
D:/HDD Data/Downloads/Researchers KPI.xlsx,,,,,2025:10:31 17:34:22+01:00,,,,,,,,,,,,2019:12:03 12:56:02Z,,,,,,1761928462.0,,,,,,,,,,,,1575377762.0,,1575377762.0,2019
D:/HDD Data/Downloads/Candidate Sources (23).xlsx,,,,,2025:10:31 17:34:12+01:00,,,,,,,,,,,,2020:03:11 10:34:09Z,,,,,,1761928452.0,,,,,,,,,,,,1583922849.0,,1583922849.0,2020
D:/HDD Data/Work PC_2/To Save/RE  Total comp - Gudaev & Larionov.msg,,,,,2025:10:31 18:28:25+01:00,,,,,,,,,,,,,,,,,,1761931705.0,,,,,,,,,,,,,,1761931705.0,2025
D:/HDD Data/OTHER/CFA/2012.L3.B5.pdf,,,2011:09:20 09:30:37+08:00,,2025:10:31 17:51:47+01:00,,2011:09:20 09:30:37+08:00,,,,,,,,,,,,,,1316482237.0,,1761929507.0,,1316482237.0,,,,,,,,,,,,1316482237.0,2011
D:/HDD Data/Downloads/Recommendation and sign-in December 2019.xlsx,,,,,2025:10:31 17:34:19+01:00,,,,,,,,,,,,2018:08:20 14:14:45Z,,,,,,1761928459.0,,,,,,,,,,,,1534774485.0,,1534774485.0,2018
D:/HDD Data/Work PC_2/To Save/RE  Non Disclosure Agreement (NDA) for Request For Proposal “Neo   Strategic IPZ IT Platform” (RFP NEO)_LUXOFT.msg,,,,,2025:10:31 18:28:25+01:00,,,,,,,,,,,,,,,,,,1761931705.0,,,,,,,,,,,,,,1761931705.0,2025
D:/HDD Data/OTHER/Downloads/Radio_Killer_-_It_Hurts_Like_Hell_(PrimeMusic.ru).mp3,,,,,2025:10:31 17:52:57+01:00,,,2015,,,,,,,,,,,,,,,1761929577.0,,,,,,,,,,,,,,1761929577.0,2025
D:/HDD Data/Downloads/hires-djinni-2020-01-08.xlsx,,,,,2025:10:31 17:34:17+01:00,,,,,,,,,,,,2020:01:08 16:42:54Z,,,,,,1761928457.0,,,,,,,,,,,,1578501774.0,,1578501774.0,2020
D:/HDD Data/Ciklum/Backlog cleaning/Backlog cleaning_27.11.2019_v4.xlsb,,,,,2025:10:31 17:33:31+01:00,,,,,,,,,,,,2019:11:27 10:21:34Z,,,,,,1761928411.0,,,,,,,,,,,,1574850094.0,,1574850094.0,2019
D:/HDD Data/Luxoft/FS updates/BT Calendar as of 12.03.2019.pdf,,,2019:03:12 08:52:39Z,,2025:10:31 17:50:49+01:00,,2019:03:12 08:52:39,,,,,,,,,,,,,,1552380759.0,,1761929449.0,,1552377159.0,,,,,,,,,,,,1552377159.0,2019
D:/HDD Data/Downloads/All vacancies (28).xlsx,,,,,2025:10:31 17:34:03+01:00,,,,,,,,,,,,2020:02:13 15:03:14Z,,,,,,1761928443.0,,,,,,,,,,,,1581606194.0,,1581606194.0,2020
D:/HDD Data/OTHER/Downloads/Kiesza-Hideaway(muzofon.com).mp3,,,,,2025:10:31 17:52:38+01:00,,,2013,,,,,,,,,,,,,,,1761929558.0,,,,,,,,,,,,,,1761929558.0,2025
D:/HDD Data/0_duplicates/AlbumArt_{8792034B-4220-4919-9A4E-0449829823FE}_Large.jpg_original,,,,,2025:10:31 17:33:21+01:00,,,,,,,,,,,,,,,,,,1761928401.0,,,,,,,,,,,,,,1761928401.0,2025
D:/HDD Data/OTHER/Конкурс/ITS Mine.docx,,,,,2025:10:31 17:54:47+01:00,,,,,,,,,,,,2013:10:24 19:42:00Z,,,,,,1761929687.0,,,,,,,,,,,,1382643720.0,,1382643720.0,2013
D:/HDD Data/Work PC_2/To Save/Avaloq Professional Services Excelian RFP Response.pptx,,,,,2025:10:31 18:28:24+01:00,,,,,,,,,,,,2018:07:13 23:06:07Z,,,,,,1761931704.0,,,,,,,,,,,,1531523167.0,,1531523167.0,2018
D:/HDD Data/Downloads/Candidate Sources_Cost per Hire (1).xlsx,,,,,2025:10:31 17:34:13+01:00,,,,,,,,,,,,2020:01:16 13:58:19Z,,,,,,1761928453.0,,,,,,,,,,,,1579183099.0,,1579183099.0,2020
D:/HDD Data/OTHER/Downloads/Grammatika_sovremennogo_angliyskogo_yazyka_ENG.rar,,,,,2025:10:31 17:52:19+01:00,,,,,,,,,,,,,,,,,,1761929539.0,,,,,,,,,,,,,,1761929539.0,2025
D:/HDD Data/Downloads/Summary (1).xlsx,,,,,2025:10:31 17:34:25+01:00,,,,,,,,,,,,2019:12:20 17:15:42Z,,,,,,1761928465.0,,,,,,,,,,,,1576862142.0,,1576862142.0,2019
